Entity,Code,Date,Daily confirmed cases,Total confirmed cases (cases)
China,CHN,"May 9, 2020",2.42857,83976
China,CHN,"May 10, 2020",4.28571,83991
China,CHN,"May 11, 2020",6.57143,84010
China,CHN,"May 12, 2020",6.42857,84011
China,CHN,"May 13, 2020",7.14286,84018
China,CHN,"May 14, 2020",7.71429,84024
China,CHN,"May 15, 2020",7.57143,84029
China,CHN,"May 16, 2020",8.85714,84038
China,CHN,"May 17, 2020",7.57143,84044
China,CHN,"May 18, 2020",6.28571,84054
China,CHN,"May 19, 2020",7.42857,84063
China,CHN,"May 20, 2020",6.71429,84065
China,CHN,"May 21, 2020",6.14286,84067
China,CHN,"May 22, 2020",7.14286,84079
China,CHN,"May 23, 2020",6.14286,84081
China,CHN,"May 24, 2020",5.71429,84084
China,CHN,"May 25, 2020",5.85714,84095
China,CHN,"May 26, 2020",5.57143,84102
China,CHN,"May 27, 2020",5.42857,84103
China,CHN,"May 28, 2020",5.57143,84106
China,CHN,"May 29, 2020",3.85714,84106
China,CHN,"May 30, 2020",6,84123
China,CHN,"May 31, 2020",6.28571,84128
China,CHN,"Jun 1, 2020",7.42857,84147
China,CHN,"Jun 2, 2020",7.42857,84154
China,CHN,"Jun 3, 2020",8,84159
China,CHN,"Jun 4, 2020",7.71429,84160
China,CHN,"Jun 5, 2020",9.28571,84171
China,CHN,"Jun 6, 2020",7.71429,84177
China,CHN,"Jun 7, 2020",8.28571,84186
China,CHN,"Jun 8, 2020",6.28571,84191
China,CHN,"Jun 9, 2020",5.71429,84194
China,CHN,"Jun 10, 2020",5.57143,84198
China,CHN,"Jun 11, 2020",7,84209
China,CHN,"Jun 12, 2020",6.42857,84216
China,CHN,"Jun 13, 2020",7.28571,84228
China,CHN,"Jun 14, 2020",14.57143,84288
China,CHN,"Jun 15, 2020",20.57143,84335
China,CHN,"Jun 16, 2020",26.28571,84378
China,CHN,"Jun 17, 2020",32,84422
China,CHN,"Jun 18, 2020",35.57143,84458
China,CHN,"Jun 19, 2020",39.71429,84494
China,CHN,"Jun 20, 2020",42.28571,84524
China,CHN,"Jun 21, 2020",37.85714,84553
China,CHN,"Jun 22, 2020",33.85714,84572
China,CHN,"Jun 23, 2020",35.14286,84624
China,CHN,"Jun 24, 2020",33,84653
China,CHN,"Jun 25, 2020",30.71429,84673
China,CHN,"Jun 26, 2020",29.57143,84701
China,CHN,"Jun 27, 2020",28.71429,84725
China,CHN,"Jun 28, 2020",27.14286,84743
China,CHN,"Jun 29, 2020",26.42857,84757
China,CHN,"Jun 30, 2020",22.28571,84780
China,CHN,"Jul 1, 2020",18.85714,84785
China,CHN,"Jul 2, 2020",20.42857,84816
China,CHN,"Jul 3, 2020",18.42857,84830
Colombia,COL,"Mar 7, 2020",,1
Colombia,COL,"Mar 10, 2020",,3
Colombia,COL,"Mar 12, 2020",3,9
Colombia,COL,"Mar 13, 2020",3,
Colombia,COL,"Mar 14, 2020",5,16
Colombia,COL,"Mar 15, 2020",8.25,34
Colombia,COL,"Mar 16, 2020",8.8,45
Colombia,COL,"Mar 17, 2020",10.8,57
Colombia,COL,"Mar 18, 2020",10.33333,65
Colombia,COL,"Mar 19, 2020",15.5,102
Colombia,COL,"Mar 20, 2020",17,128
Colombia,COL,"Mar 21, 2020",20.28571,158
Colombia,COL,"Mar 22, 2020",25.14286,210
Colombia,COL,"Mar 23, 2020",27.14286,235
Colombia,COL,"Mar 24, 2020",35.57143,306
Colombia,COL,"Mar 25, 2020",44.71429,378
Colombia,COL,"Mar 26, 2020",52.57143,470
Colombia,COL,"Mar 27, 2020",51.85714,491
Colombia,COL,"Mar 28, 2020",54.42857,539
Colombia,COL,"Mar 29, 2020",56.85714,608
Colombia,COL,"Mar 30, 2020",66.71429,702
Colombia,COL,"Mar 31, 2020",70.28571,798
Colombia,COL,"Apr 1, 2020",75.42857,906
Colombia,COL,"Apr 2, 2020",85,1065
Colombia,COL,"Apr 3, 2020",95.71429,1161
Colombia,COL,"Apr 4, 2020",104,1267
Colombia,COL,"Apr 5, 2020",114,1406
Colombia,COL,"Apr 6, 2020",111.85714,1485
Colombia,COL,"Apr 7, 2020",111.57143,1579
Colombia,COL,"Apr 8, 2020",124.85714,1780
Colombia,COL,"Apr 9, 2020",141.28571,2054
Colombia,COL,"Apr 10, 2020",151.71429,2223
Colombia,COL,"Apr 11, 2020",172.28571,2473
Colombia,COL,"Apr 12, 2020",186.14286,2709
Colombia,COL,"Apr 13, 2020",184.42857,2776
Colombia,COL,"Apr 14, 2020",181.85714,2852
Colombia,COL,"Apr 15, 2020",171.28571,2979
Colombia,COL,"Apr 16, 2020",150.14286,3105
Colombia,COL,"Apr 17, 2020",144.28571,3233
Colombia,COL,"Apr 18, 2020",138,3439
Colombia,COL,"Apr 19, 2020",130.28571,3621
Colombia,COL,"Apr 20, 2020",145.14286,3792
Colombia,COL,"Apr 21, 2020",160.71429,3977
Colombia,COL,"Apr 22, 2020",167.14286,4149
Colombia,COL,"Apr 23, 2020",178.71429,4356
Colombia,COL,"Apr 24, 2020",189.71429,4561
Colombia,COL,"Apr 25, 2020",206,4881
Colombia,COL,"Apr 26, 2020",217.28571,5142
Colombia,COL,"Apr 27, 2020",226.71429,5379
Colombia,COL,"Apr 28, 2020",231.42857,5597
Colombia,COL,"Apr 29, 2020",257.14286,5949
Colombia,COL,"Apr 30, 2020",265,6211
Colombia,COL,"May 1, 2020",278,6507
Colombia,COL,"May 2, 2020",303.57143,7006
Colombia,COL,"May 3, 2020",306.14286,7285
Colombia,COL,"May 4, 2020",327,7668
Colombia,COL,"May 5, 2020",339.42857,7973
Colombia,COL,"May 6, 2020",380.57143,8613
Colombia,COL,"May 7, 2020",392.57143,8959
Colombia,COL,"May 8, 2020",421.28571,9456
Colombia,COL,"May 9, 2020",435,10051
Colombia,COL,"May 10, 2020",458.57143,10495
Colombia,COL,"May 11, 2020",485,11063
Colombia,COL,"May 12, 2020",520,11613
Colombia,COL,"May 13, 2020",522.71429,12272
Colombia,COL,"May 14, 2020",567.28571,12930
Colombia,COL,"May 15, 2020",593.42857,13610
Colombia,COL,"May 16, 2020",595,14216
Colombia,COL,"May 17, 2020",634.85714,14939
Colombia,COL,"May 18, 2020",644.42857,15574
Colombia,COL,"May 19, 2020",668.85714,16295
Colombia,COL,"May 20, 2020",666.14286,16935
Colombia,COL,"May 21, 2020",679.57143,17687
Colombia,COL,"May 22, 2020",674.28571,18330
Colombia,COL,"May 23, 2020",702.14286,19131
Colombia,COL,"May 24, 2020",748.28571,20177
Colombia,COL,"May 25, 2020",800.14286,21175
Colombia,COL,"May 26, 2020",812.28571,21981
Colombia,COL,"May 27, 2020",866.85714,23003
Colombia,COL,"May 28, 2020",916.71429,24104
Colombia,COL,"May 29, 2020",1005.14286,25366
Colombia,COL,"May 30, 2020",1079.57143,26688
Colombia,COL,"May 31, 2020",1151.28571,28236
Colombia,COL,"Jun 1, 2020",1172.57143,29383
Colombia,COL,"Jun 2, 2020",1216,30493
Colombia,COL,"Jun 3, 2020",1261.42857,31833
Colombia,COL,"Jun 4, 2020",1321.42857,33354
Colombia,COL,"Jun 5, 2020",1393.42857,35120
Colombia,COL,"Jun 6, 2020",1421,36635
Colombia,COL,"Jun 7, 2020",1398.71429,38027
Colombia,COL,"Jun 8, 2020",1407.57143,39236
Colombia,COL,"Jun 9, 2020",1460.85714,40719
Colombia,COL,"Jun 10, 2020",1463.57143,42078
Colombia,COL,"Jun 11, 2020",1475.42857,43682
Colombia,COL,"Jun 12, 2020",1223.14286,43682
Colombia,COL,"Jun 13, 2020",1460.42857,46858
Colombia,COL,"Jun 14, 2020",1531.28571,48746
Colombia,COL,"Jun 15, 2020",1671.85714,50939
Colombia,COL,"Jun 16, 2020",1763.42857,53063
Colombia,COL,"Jun 17, 2020",1836.14286,54931
Colombia,COL,"Jun 18, 2020",1909.14286,57046
Colombia,COL,"Jun 19, 2020",2362.14286,60217
Colombia,COL,"Jun 20, 2020",2345.42857,63276
Colombia,COL,"Jun 21, 2020",2412.42857,65633
Colombia,COL,"Jun 22, 2020",2530.42857,68652
Colombia,COL,"Jun 23, 2020",2588.57143,71183
Colombia,COL,"Jun 24, 2020",2663,73572
Colombia,COL,"Jun 25, 2020",2866.71429,77113
Colombia,COL,"Jun 26, 2020",2911.71429,80599
Colombia,COL,"Jun 27, 2020",3023.71429,84442
Colombia,COL,"Jun 28, 2020",3279.71429,88591
Colombia,COL,"Jun 29, 2020",3302.42857,91769
Colombia,COL,"Jun 30, 2020",3408.57143,95043
Colombia,COL,"Jul 1, 2020",3467.71429,97846
Colombia,COL,"Jul 2, 2020",3556.57143,102009
Colombia,COL,"Jul 3, 2020",3644.42857,106110
Comoros,COM,"May 2, 2020",,1
Comoros,COM,"May 3, 2020",,1
Comoros,COM,"May 4, 2020",1,3
Comoros,COM,"May 5, 2020",1,4
Comoros,COM,"May 6, 2020",0.8,4
Comoros,COM,"May 7, 2020",1.33333,8
Comoros,COM,"May 8, 2020",1.14286,8
Comoros,COM,"May 9, 2020",1,8
Comoros,COM,"May 10, 2020",1.42857,11
Comoros,COM,"May 11, 2020",1.14286,11
Comoros,COM,"May 12, 2020",1,11
Comoros,COM,"May 13, 2020",1,11
Comoros,COM,"May 14, 2020",0.42857,11
Comoros,COM,"May 15, 2020",0.42857,11
Comoros,COM,"May 16, 2020",0.42857,11
Comoros,COM,"May 17, 2020",0,11
Comoros,COM,"May 18, 2020",0,11
Comoros,COM,"May 19, 2020",0,11
Comoros,COM,"May 20, 2020",3.28571,34
Comoros,COM,"May 21, 2020",3.28571,34
Comoros,COM,"May 22, 2020",3.28571,34
Comoros,COM,"May 23, 2020",9.57143,78
Comoros,COM,"May 24, 2020",9.57143,78
Comoros,COM,"May 25, 2020",10.85714,87
Comoros,COM,"May 26, 2020",10.85714,87
Comoros,COM,"May 27, 2020",7.57143,87
Comoros,COM,"May 28, 2020",7.57143,87
Comoros,COM,"May 29, 2020",7.57143,87
Comoros,COM,"May 30, 2020",1.28571,87
Comoros,COM,"May 31, 2020",4,106
Comoros,COM,"Jun 1, 2020",2.71429,106
Comoros,COM,"Jun 2, 2020",2.71429,106
Comoros,COM,"Jun 3, 2020",6.42857,132
Comoros,COM,"Jun 4, 2020",6.42857,132
Comoros,COM,"Jun 5, 2020",6.42857,132
Comoros,COM,"Jun 6, 2020",6.42857,132
Comoros,COM,"Jun 7, 2020",5,141
Comoros,COM,"Jun 8, 2020",5,141
Comoros,COM,"Jun 9, 2020",5,141
Comoros,COM,"Jun 10, 2020",4.28571,162
Comoros,COM,"Jun 11, 2020",4.28571,162
Comoros,COM,"Jun 12, 2020",4.28571,162
Comoros,COM,"Jun 13, 2020",4.28571,162
Comoros,COM,"Jun 14, 2020",5,176
Comoros,COM,"Jun 15, 2020",5,176
Comoros,COM,"Jun 16, 2020",5,176
Comoros,COM,"Jun 17, 2020",5,197
Comoros,COM,"Jun 18, 2020",5,197
Comoros,COM,"Jun 19, 2020",6.85714,210
Comoros,COM,"Jun 20, 2020",6.85714,210
Comoros,COM,"Jun 21, 2020",10.14286,247
Comoros,COM,"Jun 22, 2020",10.14286,247
Comoros,COM,"Jun 23, 2020",10.14286,247
Comoros,COM,"Jun 24, 2020",7.14286,247
Comoros,COM,"Jun 25, 2020",7.14286,247
Comoros,COM,"Jun 26, 2020",5.28571,247
Comoros,COM,"Jun 27, 2020",5.28571,247
Comoros,COM,"Jun 28, 2020",0,247
Comoros,COM,"Jun 29, 2020",3.57143,272
Comoros,COM,"Jun 30, 2020",3.57143,272
Comoros,COM,"Jul 1, 2020",8,303
Comoros,COM,"Jul 2, 2020",8,303
Comoros,COM,"Jul 3, 2020",8,303
Congo,COG,"Mar 16, 2020",,1
Congo,COG,"Mar 17, 2020",,1
Congo,COG,"Mar 18, 2020",0.33333,1
Congo,COG,"Mar 19, 2020",0.75,3
Congo,COG,"Mar 20, 2020",0.6,3
Congo,COG,"Mar 21, 2020",0.5,3
Congo,COG,"Mar 22, 2020",0.57143,4
Congo,COG,"Mar 23, 2020",0.42857,4
Congo,COG,"Mar 24, 2020",0.42857,4
Congo,COG,"Mar 25, 2020",0.42857,4
Congo,COG,"Mar 26, 2020",0.14286,4
Congo,COG,"Mar 27, 2020",0.14286,4
Congo,COG,"Mar 28, 2020",0.14286,4
Congo,COG,"Mar 29, 2020",2.14286,19
Congo,COG,"Mar 30, 2020",2.14286,19
Congo,COG,"Mar 31, 2020",2.14286,19
Congo,COG,"Apr 1, 2020",2.57143,22
Congo,COG,"Apr 2, 2020",2.57143,22
Congo,COG,"Apr 3, 2020",5.28571,41
Congo,COG,"Apr 4, 2020",5.28571,41
Congo,COG,"Apr 5, 2020",3.71429,45
Congo,COG,"Apr 6, 2020",3.71429,45
Congo,COG,"Apr 7, 2020",3.71429,45
Congo,COG,"Apr 8, 2020",3.28571,45
Congo,COG,"Apr 9, 2020",5.42857,60
Congo,COG,"Apr 10, 2020",2.71429,60
Congo,COG,"Apr 11, 2020",2.71429,60
Congo,COG,"Apr 12, 2020",2.14286,60
Congo,COG,"Apr 13, 2020",3.57143,70
Congo,COG,"Apr 14, 2020",3.57143,70
Congo,COG,"Apr 15, 2020",4.14286,74
Congo,COG,"Apr 16, 2020",8.14286,117
Congo,COG,"Apr 17, 2020",8.14286,117
Congo,COG,"Apr 18, 2020",11.85714,143
Congo,COG,"Apr 19, 2020",11.85714,143
Congo,COG,"Apr 20, 2020",12.85714,160
Congo,COG,"Apr 21, 2020",12.85714,160
Congo,COG,"Apr 22, 2020",13,165
Congo,COG,"Apr 23, 2020",9.85714,186
Congo,COG,"Apr 24, 2020",9.85714,186
Congo,COG,"Apr 25, 2020",8.14286,200
Congo,COG,"Apr 26, 2020",8.14286,200
Congo,COG,"Apr 27, 2020",5.71429,200
Congo,COG,"Apr 28, 2020",6.71429,207
Congo,COG,"Apr 29, 2020",6,207
Congo,COG,"Apr 30, 2020",4.85714,220
Congo,COG,"May 1, 2020",4.85714,220
Congo,COG,"May 2, 2020",4.14286,229
Congo,COG,"May 3, 2020",4.14286,229
Congo,COG,"May 4, 2020",4.14286,229
Congo,COG,"May 5, 2020",4.14286,236
Congo,COG,"May 6, 2020",4.14286,236
Congo,COG,"May 7, 2020",6.28571,264
Congo,COG,"May 8, 2020",7.71429,274
Congo,COG,"May 9, 2020",8.28571,287
Congo,COG,"May 10, 2020",8.28571,287
Congo,COG,"May 11, 2020",8.28571,287
Congo,COG,"May 12, 2020",13.85714,333
Congo,COG,"May 13, 2020",13.85714,333
Congo,COG,"May 14, 2020",11,341
Congo,COG,"May 15, 2020",16.71429,391
Congo,COG,"May 16, 2020",14.85714,391
Congo,COG,"May 17, 2020",17.85714,412
Congo,COG,"May 18, 2020",17.85714,412
Congo,COG,"May 19, 2020",11.28571,412
Congo,COG,"May 20, 2020",12.42857,420
Congo,COG,"May 21, 2020",11.28571,420
Congo,COG,"May 22, 2020",11.14286,469
Congo,COG,"May 23, 2020",11.14286,469
Congo,COG,"May 24, 2020",10.71429,487
Congo,COG,"May 25, 2020",10.71429,487
Congo,COG,"May 26, 2020",17,531
Congo,COG,"May 27, 2020",21.28571,569
Congo,COG,"May 28, 2020",21.57143,571
Congo,COG,"May 29, 2020",14.57143,571
Congo,COG,"May 30, 2020",16.85714,587
Congo,COG,"May 31, 2020",14.28571,587
Congo,COG,"Jun 1, 2020",17.71429,611
Congo,COG,"Jun 2, 2020",11.42857,611
Congo,COG,"Jun 3, 2020",6,611
Congo,COG,"Jun 4, 2020",6.71429,618
Congo,COG,"Jun 5, 2020",9.14286,635
Congo,COG,"Jun 6, 2020",7.42857,639
Congo,COG,"Jun 7, 2020",13.71429,683
Congo,COG,"Jun 8, 2020",10.28571,683
Congo,COG,"Jun 9, 2020",10.28571,683
Congo,COG,"Jun 10, 2020",16.71429,728
Congo,COG,"Jun 11, 2020",18.14286,745
Congo,COG,"Jun 12, 2020",15.71429,745
Congo,COG,"Jun 13, 2020",15.14286,745
Congo,COG,"Jun 14, 2020",13.71429,779
Congo,COG,"Jun 15, 2020",13.71429,779
Congo,COG,"Jun 16, 2020",28.57143,883
Congo,COG,"Jun 17, 2020",22.14286,883
Congo,COG,"Jun 18, 2020",19.71429,883
Congo,COG,"Jun 19, 2020",19.71429,883
Congo,COG,"Jun 20, 2020",19.71429,883
Congo,COG,"Jun 21, 2020",33.42857,1013
Congo,COG,"Jun 22, 2020",33.42857,1013
Congo,COG,"Jun 23, 2020",29.14286,1087
Congo,COG,"Jun 24, 2020",29.14286,1087
Congo,COG,"Jun 25, 2020",29.14286,1087
Congo,COG,"Jun 26, 2020",45.85714,1204
Congo,COG,"Jun 27, 2020",45.85714,1204
Congo,COG,"Jun 28, 2020",33.14286,1245
Congo,COG,"Jun 29, 2020",33.14286,1245
Congo,COG,"Jun 30, 2020",22.57143,1245
Congo,COG,"Jul 1, 2020",22.57143,1245
Congo,COG,"Jul 2, 2020",42.14286,1382
Congo,COG,"Jul 3, 2020",25.42857,1382
Costa Rica,CRI,"Mar 7, 2020",,1
Costa Rica,CRI,"Mar 9, 2020",,5
Costa Rica,CRI,"Mar 10, 2020",3,9
Costa Rica,CRI,"Mar 11, 2020",3.25,13
Costa Rica,CRI,"Mar 12, 2020",4.4,22
Costa Rica,CRI,"Mar 13, 2020",3.83333,23
Costa Rica,CRI,"Mar 14, 2020",4.16667,26
Costa Rica,CRI,"Mar 15, 2020",3.71429,27
Costa Rica,CRI,"Mar 16, 2020",4.28571,35
Costa Rica,CRI,"Mar 17, 2020",4.57143,41
Costa Rica,CRI,"Mar 18, 2020",5.28571,50
Costa Rica,CRI,"Mar 19, 2020",6.71429,69
Costa Rica,CRI,"Mar 20, 2020",9.14286,87
Costa Rica,CRI,"Mar 21, 2020",12.42857,113
Costa Rica,CRI,"Mar 22, 2020",12.85714,117
Costa Rica,CRI,"Mar 23, 2020",14.14286,134
Costa Rica,CRI,"Mar 24, 2020",16.71429,158
Costa Rica,CRI,"Mar 25, 2020",18.14286,177
Costa Rica,CRI,"Mar 26, 2020",18.85714,201
Costa Rica,CRI,"Mar 27, 2020",20.57143,231
Costa Rica,CRI,"Mar 28, 2020",21.42857,263
Costa Rica,CRI,"Mar 29, 2020",25.42857,295
Costa Rica,CRI,"Mar 30, 2020",25.71429,314
Costa Rica,CRI,"Mar 31, 2020",24.57143,330
Costa Rica,CRI,"Apr 1, 2020",24.28571,347
Costa Rica,CRI,"Apr 2, 2020",24.85714,375
Costa Rica,CRI,"Apr 3, 2020",23.57143,396
Costa Rica,CRI,"Apr 4, 2020",21.85714,416
Costa Rica,CRI,"Apr 5, 2020",20,435
Costa Rica,CRI,"Apr 6, 2020",20,454
Costa Rica,CRI,"Apr 7, 2020",19.57143,467
Costa Rica,CRI,"Apr 8, 2020",19.42857,483
Costa Rica,CRI,"Apr 9, 2020",18.14286,502
Costa Rica,CRI,"Apr 10, 2020",20.42857,539
Costa Rica,CRI,"Apr 11, 2020",20.28571,558
Costa Rica,CRI,"Apr 12, 2020",20.28571,577
Costa Rica,CRI,"Apr 13, 2020",20.14286,595
Costa Rica,CRI,"Apr 14, 2020",20.71429,612
Costa Rica,CRI,"Apr 15, 2020",19.28571,618
Costa Rica,CRI,"Apr 16, 2020",17.71429,626
Costa Rica,CRI,"Apr 17, 2020",14.71429,642
Costa Rica,CRI,"Apr 18, 2020",13,649
Costa Rica,CRI,"Apr 19, 2020",11.14286,655
Costa Rica,CRI,"Apr 20, 2020",9.28571,660
Costa Rica,CRI,"Apr 21, 2020",7.14286,662
Costa Rica,CRI,"Apr 22, 2020",7.28571,669
Costa Rica,CRI,"Apr 23, 2020",7.85714,681
Costa Rica,CRI,"Apr 24, 2020",6.42857,687
Costa Rica,CRI,"Apr 25, 2020",5.42857,687
Costa Rica,CRI,"Apr 26, 2020",5.42857,693
Costa Rica,CRI,"Apr 27, 2020",5,695
Costa Rica,CRI,"Apr 28, 2020",5,697
Costa Rica,CRI,"Apr 29, 2020",5.14286,705
Costa Rica,CRI,"Apr 30, 2020",4.57143,713
Costa Rica,CRI,"May 1, 2020",4.57143,719
Costa Rica,CRI,"May 2, 2020",5.42857,725
Costa Rica,CRI,"May 3, 2020",5.71429,733
Costa Rica,CRI,"May 4, 2020",6.28571,739
Costa Rica,CRI,"May 5, 2020",6.42857,742
Costa Rica,CRI,"May 6, 2020",7.14286,755
Costa Rica,CRI,"May 7, 2020",6.85714,761
Costa Rica,CRI,"May 8, 2020",6.57143,765
Costa Rica,CRI,"May 9, 2020",6.85714,773
Costa Rica,CRI,"May 10, 2020",6.71429,780
Costa Rica,CRI,"May 11, 2020",7.57143,792
Costa Rica,CRI,"May 12, 2020",8.42857,801
Costa Rica,CRI,"May 13, 2020",7,804
Costa Rica,CRI,"May 14, 2020",7.71429,815
Costa Rica,CRI,"May 15, 2020",9.28571,830
Costa Rica,CRI,"May 16, 2020",10,843
Costa Rica,CRI,"May 17, 2020",10.42857,853
Costa Rica,CRI,"May 18, 2020",10.14286,863
Costa Rica,CRI,"May 19, 2020",9.28571,866
Costa Rica,CRI,"May 20, 2020",11.14286,882
Costa Rica,CRI,"May 21, 2020",11.71429,897
Costa Rica,CRI,"May 22, 2020",10.42857,903
Costa Rica,CRI,"May 23, 2020",9.71429,911
Costa Rica,CRI,"May 24, 2020",9.28571,918
Costa Rica,CRI,"May 25, 2020",9.57143,930
Costa Rica,CRI,"May 26, 2020",12.14286,951
Costa Rica,CRI,"May 27, 2020",10.57143,956
Costa Rica,CRI,"May 28, 2020",12.42857,984
Costa Rica,CRI,"May 29, 2020",13.85714,1000
Costa Rica,CRI,"May 30, 2020",15.85714,1022
Costa Rica,CRI,"May 31, 2020",18.42857,1047
Costa Rica,CRI,"Jun 1, 2020",18,1056
Costa Rica,CRI,"Jun 2, 2020",19,1084
Costa Rica,CRI,"Jun 3, 2020",21.28571,1105
Costa Rica,CRI,"Jun 4, 2020",24.71429,1157
Costa Rica,CRI,"Jun 5, 2020",27.71429,1194
Costa Rica,CRI,"Jun 6, 2020",29.42857,1228
Costa Rica,CRI,"Jun 7, 2020",30.85714,1263
Costa Rica,CRI,"Jun 8, 2020",37.42857,1318
Costa Rica,CRI,"Jun 9, 2020",36.85714,1342
Costa Rica,CRI,"Jun 10, 2020",38.57143,1375
Costa Rica,CRI,"Jun 11, 2020",43.42857,1461
Costa Rica,CRI,"Jun 12, 2020",49.14286,1538
Costa Rica,CRI,"Jun 13, 2020",54.85714,1612
Costa Rica,CRI,"Jun 14, 2020",57,1662
Costa Rica,CRI,"Jun 15, 2020",56.71429,1715
Costa Rica,CRI,"Jun 16, 2020",57.42857,1744
Costa Rica,CRI,"Jun 17, 2020",56.28571,1769
Costa Rica,CRI,"Jun 18, 2020",58.57143,1871
Costa Rica,CRI,"Jun 19, 2020",47.57143,1871
Costa Rica,CRI,"Jun 20, 2020",63.71429,2058
Costa Rica,CRI,"Jun 21, 2020",66.42857,2127
Costa Rica,CRI,"Jun 22, 2020",71.14286,2213
Costa Rica,CRI,"Jun 23, 2020",76.14286,2277
Costa Rica,CRI,"Jun 24, 2020",85.57143,2368
Costa Rica,CRI,"Jun 25, 2020",92,2515
Costa Rica,CRI,"Jun 26, 2020",116.14286,2684
Costa Rica,CRI,"Jun 27, 2020",111.14286,2836
Costa Rica,CRI,"Jun 28, 2020",121.71429,2979
Costa Rica,CRI,"Jun 29, 2020",131,3130
Costa Rica,CRI,"Jun 30, 2020",141.71429,3269
Costa Rica,CRI,"Jul 1, 2020",155.85714,3459
Costa Rica,CRI,"Jul 2, 2020",176.85714,3753
Costa Rica,CRI,"Jul 3, 2020",191.28571,4023
Cote d'Ivoire,CIV,"Mar 12, 2020",,1
Cote d'Ivoire,CIV,"Mar 15, 2020",,4
Cote d'Ivoire,CIV,"Mar 16, 2020",1.33333,4
Cote d'Ivoire,CIV,"Mar 17, 2020",1.25,5
Cote d'Ivoire,CIV,"Mar 18, 2020",1,5
Cote d'Ivoire,CIV,"Mar 19, 2020",1,6
Cote d'Ivoire,CIV,"Mar 20, 2020",1.33333,9
Cote d'Ivoire,CIV,"Mar 21, 2020",1.85714,14
Cote d'Ivoire,CIV,"Mar 22, 2020",1.85714,17
Cote d'Ivoire,CIV,"Mar 23, 2020",3,25
Cote d'Ivoire,CIV,"Mar 24, 2020",2.85714,25
Cote d'Ivoire,CIV,"Mar 25, 2020",9.71429,73
Cote d'Ivoire,CIV,"Mar 26, 2020",10.57143,80
Cote d'Ivoire,CIV,"Mar 27, 2020",12.42857,96
Cote d'Ivoire,CIV,"Mar 28, 2020",12.42857,101
Cote d'Ivoire,CIV,"Mar 29, 2020",17.57143,140
Cote d'Ivoire,CIV,"Mar 30, 2020",20,165
Cote d'Ivoire,CIV,"Mar 31, 2020",20.42857,168
Cote d'Ivoire,CIV,"Apr 1, 2020",13.57143,168
Cote d'Ivoire,CIV,"Apr 2, 2020",15.71429,190
Cote d'Ivoire,CIV,"Apr 3, 2020",14,194
Cote d'Ivoire,CIV,"Apr 4, 2020",16.71429,218
Cote d'Ivoire,CIV,"Apr 5, 2020",15,245
Cote d'Ivoire,CIV,"Apr 6, 2020",13.71429,261
Cote d'Ivoire,CIV,"Apr 7, 2020",22.14286,323
Cote d'Ivoire,CIV,"Apr 8, 2020",25.85714,349
Cote d'Ivoire,CIV,"Apr 9, 2020",27.71429,384
Cote d'Ivoire,CIV,"Apr 10, 2020",35.71429,444
Cote d'Ivoire,CIV,"Apr 11, 2020",37.42857,480
Cote d'Ivoire,CIV,"Apr 12, 2020",41.14286,533
Cote d'Ivoire,CIV,"Apr 13, 2020",44.71429,574
Cote d'Ivoire,CIV,"Apr 14, 2020",43.28571,626
Cote d'Ivoire,CIV,"Apr 15, 2020",39.57143,626
Cote d'Ivoire,CIV,"Apr 16, 2020",38.57143,654
Cote d'Ivoire,CIV,"Apr 17, 2020",34.85714,688
Cote d'Ivoire,CIV,"Apr 18, 2020",37.42857,742
Cote d'Ivoire,CIV,"Apr 19, 2020",38.28571,801
Cote d'Ivoire,CIV,"Apr 20, 2020",39,847
Cote d'Ivoire,CIV,"Apr 21, 2020",36.14286,879
Cote d'Ivoire,CIV,"Apr 22, 2020",41.42857,916
Cote d'Ivoire,CIV,"Apr 23, 2020",42.57143,952
Cote d'Ivoire,CIV,"Apr 24, 2020",45.14286,1004
Cote d'Ivoire,CIV,"Apr 25, 2020",47.85714,1077
Cote d'Ivoire,CIV,"Apr 26, 2020",44.28571,1111
Cote d'Ivoire,CIV,"Apr 27, 2020",43.28571,1150
Cote d'Ivoire,CIV,"Apr 28, 2020",40.71429,1164
Cote d'Ivoire,CIV,"Apr 29, 2020",38.14286,1183
Cote d'Ivoire,CIV,"Apr 30, 2020",40.85714,1238
Cote d'Ivoire,CIV,"May 1, 2020",38.71429,1275
Cote d'Ivoire,CIV,"May 2, 2020",36.57143,1333
Cote d'Ivoire,CIV,"May 3, 2020",35.85714,1362
Cote d'Ivoire,CIV,"May 4, 2020",35.42857,1398
Cote d'Ivoire,CIV,"May 5, 2020",38.28571,1432
Cote d'Ivoire,CIV,"May 6, 2020",40.14286,1464
Cote d'Ivoire,CIV,"May 7, 2020",39.71429,1516
Cote d'Ivoire,CIV,"May 8, 2020",42.28571,1571
Cote d'Ivoire,CIV,"May 9, 2020",38.42857,1602
Cote d'Ivoire,CIV,"May 10, 2020",43.57143,1667
Cote d'Ivoire,CIV,"May 11, 2020",43.14286,1700
Cote d'Ivoire,CIV,"May 12, 2020",42.57143,1730
Cote d'Ivoire,CIV,"May 13, 2020",56.14286,1857
Cote d'Ivoire,CIV,"May 14, 2020",56.57143,1912
Cote d'Ivoire,CIV,"May 15, 2020",57.14286,1971
Cote d'Ivoire,CIV,"May 16, 2020",59.28571,2017
