Entity,Code,Date,Total confirmed cases of COVID-19 (cases)
Guinea,GIN,"May 15, 2020",2473
Guinea,GIN,"May 16, 2020",2531
Guinea,GIN,"May 17, 2020",2658
Guinea,GIN,"May 18, 2020",2658
Guinea,GIN,"May 19, 2020",2796
Guinea,GIN,"May 20, 2020",2863
Guinea,GIN,"May 21, 2020",2863
Guinea,GIN,"May 22, 2020",3067
Guinea,GIN,"May 23, 2020",3067
Guinea,GIN,"May 24, 2020",3176
Guinea,GIN,"May 25, 2020",3275
Guinea,GIN,"May 26, 2020",3275
Guinea,GIN,"May 27, 2020",3358
Guinea,GIN,"May 28, 2020",3446
Guinea,GIN,"May 29, 2020",3553
Guinea,GIN,"May 30, 2020",3656
Guinea,GIN,"May 31, 2020",3706
Guinea,GIN,"Jun 1, 2020",3771
Guinea,GIN,"Jun 2, 2020",3844
Guinea,GIN,"Jun 3, 2020",3844
Guinea,GIN,"Jun 4, 2020",3886
Guinea,GIN,"Jun 5, 2020",3991
Guinea,GIN,"Jun 6, 2020",4060
Guinea,GIN,"Jun 7, 2020",4117
Guinea,GIN,"Jun 8, 2020",4165
Guinea,GIN,"Jun 9, 2020",4216
Guinea,GIN,"Jun 10, 2020",4258
Guinea,GIN,"Jun 11, 2020",4258
Guinea,GIN,"Jun 12, 2020",4372
Guinea,GIN,"Jun 13, 2020",4426
Guinea,GIN,"Jun 14, 2020",4484
Guinea,GIN,"Jun 15, 2020",4532
Guinea,GIN,"Jun 16, 2020",4572
Guinea,GIN,"Jun 17, 2020",4639
Guinea,GIN,"Jun 18, 2020",4668
Guinea,GIN,"Jun 19, 2020",4841
Guinea,GIN,"Jun 20, 2020",4904
Guinea,GIN,"Jun 21, 2020",4960
Guinea,GIN,"Jun 22, 2020",4988
Guinea,GIN,"Jun 23, 2020",4988
Guinea,GIN,"Jun 24, 2020",5104
Guinea,GIN,"Jun 25, 2020",5174
Guinea,GIN,"Jun 26, 2020",5211
Guinea,GIN,"Jun 27, 2020",5260
Guinea,GIN,"Jun 28, 2020",5291
Guinea,GIN,"Jun 29, 2020",5342
Guinea,GIN,"Jun 30, 2020",5351
Guinea,GIN,"Jul 1, 2020",5391
Guinea,GIN,"Jul 2, 2020",5404
Guinea,GIN,"Jul 3, 2020",5450
Guinea-Bissau,GNB,"Mar 27, 2020",2
Guinea-Bissau,GNB,"Mar 28, 2020",2
Guinea-Bissau,GNB,"Mar 29, 2020",2
Guinea-Bissau,GNB,"Mar 30, 2020",2
Guinea-Bissau,GNB,"Mar 31, 2020",2
Guinea-Bissau,GNB,"Apr 1, 2020",8
Guinea-Bissau,GNB,"Apr 2, 2020",9
Guinea-Bissau,GNB,"Apr 3, 2020",9
Guinea-Bissau,GNB,"Apr 4, 2020",15
Guinea-Bissau,GNB,"Apr 5, 2020",18
Guinea-Bissau,GNB,"Apr 6, 2020",18
Guinea-Bissau,GNB,"Apr 7, 2020",33
Guinea-Bissau,GNB,"Apr 8, 2020",33
Guinea-Bissau,GNB,"Apr 9, 2020",33
Guinea-Bissau,GNB,"Apr 10, 2020",35
Guinea-Bissau,GNB,"Apr 11, 2020",35
Guinea-Bissau,GNB,"Apr 12, 2020",38
Guinea-Bissau,GNB,"Apr 13, 2020",39
Guinea-Bissau,GNB,"Apr 14, 2020",39
Guinea-Bissau,GNB,"Apr 15, 2020",40
Guinea-Bissau,GNB,"Apr 16, 2020",43
Guinea-Bissau,GNB,"Apr 17, 2020",46
Guinea-Bissau,GNB,"Apr 18, 2020",50
Guinea-Bissau,GNB,"Apr 19, 2020",50
Guinea-Bissau,GNB,"Apr 20, 2020",50
Guinea-Bissau,GNB,"Apr 21, 2020",50
Guinea-Bissau,GNB,"Apr 22, 2020",50
Guinea-Bissau,GNB,"Apr 23, 2020",50
Guinea-Bissau,GNB,"Apr 24, 2020",52
Guinea-Bissau,GNB,"Apr 25, 2020",52
Guinea-Bissau,GNB,"Apr 26, 2020",52
Guinea-Bissau,GNB,"Apr 27, 2020",53
Guinea-Bissau,GNB,"Apr 28, 2020",73
Guinea-Bissau,GNB,"Apr 29, 2020",73
Guinea-Bissau,GNB,"Apr 30, 2020",77
Guinea-Bissau,GNB,"May 1, 2020",205
Guinea-Bissau,GNB,"May 2, 2020",257
Guinea-Bissau,GNB,"May 3, 2020",257
Guinea-Bissau,GNB,"May 4, 2020",292
Guinea-Bissau,GNB,"May 5, 2020",413
Guinea-Bissau,GNB,"May 6, 2020",475
Guinea-Bissau,GNB,"May 7, 2020",475
Guinea-Bissau,GNB,"May 8, 2020",564
Guinea-Bissau,GNB,"May 9, 2020",594
Guinea-Bissau,GNB,"May 10, 2020",641
Guinea-Bissau,GNB,"May 11, 2020",726
Guinea-Bissau,GNB,"May 12, 2020",761
Guinea-Bissau,GNB,"May 13, 2020",820
Guinea-Bissau,GNB,"May 14, 2020",820
Guinea-Bissau,GNB,"May 15, 2020",913
Guinea-Bissau,GNB,"May 16, 2020",913
Guinea-Bissau,GNB,"May 17, 2020",913
Guinea-Bissau,GNB,"May 18, 2020",990
Guinea-Bissau,GNB,"May 19, 2020",990
Guinea-Bissau,GNB,"May 20, 2020",1038
Guinea-Bissau,GNB,"May 21, 2020",1038
Guinea-Bissau,GNB,"May 22, 2020",1089
Guinea-Bissau,GNB,"May 23, 2020",1089
Guinea-Bissau,GNB,"May 24, 2020",1114
Guinea-Bissau,GNB,"May 25, 2020",1173
Guinea-Bissau,GNB,"May 26, 2020",1173
Guinea-Bissau,GNB,"May 27, 2020",1173
Guinea-Bissau,GNB,"May 28, 2020",1178
Guinea-Bissau,GNB,"May 29, 2020",1178
Guinea-Bissau,GNB,"May 30, 2020",1256
Guinea-Bissau,GNB,"May 31, 2020",1256
Guinea-Bissau,GNB,"Jun 1, 2020",1322
Guinea-Bissau,GNB,"Jun 2, 2020",1339
Guinea-Bissau,GNB,"Jun 3, 2020",1339
Guinea-Bissau,GNB,"Jun 4, 2020",1339
Guinea-Bissau,GNB,"Jun 5, 2020",1346
Guinea-Bissau,GNB,"Jun 6, 2020",1368
Guinea-Bissau,GNB,"Jun 7, 2020",1368
Guinea-Bissau,GNB,"Jun 8, 2020",1368
Guinea-Bissau,GNB,"Jun 9, 2020",1389
Guinea-Bissau,GNB,"Jun 10, 2020",1389
Guinea-Bissau,GNB,"Jun 11, 2020",1389
Guinea-Bissau,GNB,"Jun 12, 2020",1389
Guinea-Bissau,GNB,"Jun 13, 2020",1389
Guinea-Bissau,GNB,"Jun 14, 2020",1460
Guinea-Bissau,GNB,"Jun 15, 2020",1460
Guinea-Bissau,GNB,"Jun 16, 2020",1460
Guinea-Bissau,GNB,"Jun 17, 2020",1492
Guinea-Bissau,GNB,"Jun 18, 2020",1492
Guinea-Bissau,GNB,"Jun 19, 2020",1512
Guinea-Bissau,GNB,"Jun 20, 2020",1512
Guinea-Bissau,GNB,"Jun 21, 2020",1541
Guinea-Bissau,GNB,"Jun 22, 2020",1541
Guinea-Bissau,GNB,"Jun 23, 2020",1556
Guinea-Bissau,GNB,"Jun 24, 2020",1556
Guinea-Bissau,GNB,"Jun 25, 2020",1556
Guinea-Bissau,GNB,"Jun 26, 2020",1556
Guinea-Bissau,GNB,"Jun 27, 2020",1556
Guinea-Bissau,GNB,"Jun 28, 2020",1614
Guinea-Bissau,GNB,"Jun 29, 2020",1614
Guinea-Bissau,GNB,"Jun 30, 2020",1614
Guinea-Bissau,GNB,"Jul 1, 2020",1654
Guinea-Bissau,GNB,"Jul 2, 2020",1654
Guinea-Bissau,GNB,"Jul 3, 2020",1654
Guyana,GUY,"Mar 13, 2020",1
Guyana,GUY,"Mar 16, 2020",4
Guyana,GUY,"Mar 17, 2020",4
Guyana,GUY,"Mar 18, 2020",4
Guyana,GUY,"Mar 19, 2020",5
Guyana,GUY,"Mar 20, 2020",5
Guyana,GUY,"Mar 21, 2020",5
Guyana,GUY,"Mar 22, 2020",5
Guyana,GUY,"Mar 23, 2020",5
Guyana,GUY,"Mar 24, 2020",5
Guyana,GUY,"Mar 25, 2020",5
Guyana,GUY,"Mar 26, 2020",5
Guyana,GUY,"Mar 27, 2020",5
Guyana,GUY,"Mar 28, 2020",5
Guyana,GUY,"Mar 29, 2020",8
Guyana,GUY,"Mar 30, 2020",8
Guyana,GUY,"Mar 31, 2020",8
Guyana,GUY,"Apr 1, 2020",12
Guyana,GUY,"Apr 2, 2020",19
Guyana,GUY,"Apr 3, 2020",19
Guyana,GUY,"Apr 4, 2020",23
Guyana,GUY,"Apr 5, 2020",24
Guyana,GUY,"Apr 6, 2020",29
Guyana,GUY,"Apr 7, 2020",31
Guyana,GUY,"Apr 8, 2020",33
Guyana,GUY,"Apr 9, 2020",37
Guyana,GUY,"Apr 10, 2020",37
Guyana,GUY,"Apr 11, 2020",40
Guyana,GUY,"Apr 12, 2020",45
Guyana,GUY,"Apr 13, 2020",45
Guyana,GUY,"Apr 14, 2020",47
Guyana,GUY,"Apr 15, 2020",48
Guyana,GUY,"Apr 16, 2020",55
Guyana,GUY,"Apr 17, 2020",57
Guyana,GUY,"Apr 18, 2020",63
Guyana,GUY,"Apr 19, 2020",63
Guyana,GUY,"Apr 20, 2020",65
Guyana,GUY,"Apr 21, 2020",66
Guyana,GUY,"Apr 22, 2020",67
Guyana,GUY,"Apr 23, 2020",67
Guyana,GUY,"Apr 24, 2020",70
Guyana,GUY,"Apr 25, 2020",73
Guyana,GUY,"Apr 26, 2020",74
Guyana,GUY,"Apr 27, 2020",74
Guyana,GUY,"Apr 28, 2020",74
Guyana,GUY,"Apr 29, 2020",75
Guyana,GUY,"Apr 30, 2020",78
Guyana,GUY,"May 1, 2020",82
Guyana,GUY,"May 2, 2020",82
Guyana,GUY,"May 3, 2020",82
Guyana,GUY,"May 4, 2020",82
Guyana,GUY,"May 5, 2020",92
Guyana,GUY,"May 6, 2020",93
Guyana,GUY,"May 7, 2020",93
Guyana,GUY,"May 8, 2020",93
Guyana,GUY,"May 9, 2020",94
Guyana,GUY,"May 10, 2020",97
Guyana,GUY,"May 11, 2020",104
Guyana,GUY,"May 12, 2020",109
Guyana,GUY,"May 13, 2020",113
Guyana,GUY,"May 14, 2020",113
Guyana,GUY,"May 15, 2020",113
Guyana,GUY,"May 16, 2020",116
Guyana,GUY,"May 17, 2020",117
Guyana,GUY,"May 18, 2020",117
Guyana,GUY,"May 19, 2020",124
Guyana,GUY,"May 20, 2020",125
Guyana,GUY,"May 21, 2020",125
Guyana,GUY,"May 22, 2020",127
Guyana,GUY,"May 23, 2020",127
Guyana,GUY,"May 24, 2020",127
Guyana,GUY,"May 25, 2020",135
Guyana,GUY,"May 26, 2020",137
Guyana,GUY,"May 27, 2020",139
Guyana,GUY,"May 28, 2020",139
Guyana,GUY,"May 29, 2020",150
Guyana,GUY,"May 30, 2020",150
Guyana,GUY,"May 31, 2020",152
Guyana,GUY,"Jun 1, 2020",153
Guyana,GUY,"Jun 2, 2020",153
Guyana,GUY,"Jun 3, 2020",153
Guyana,GUY,"Jun 4, 2020",153
Guyana,GUY,"Jun 5, 2020",153
Guyana,GUY,"Jun 6, 2020",153
Guyana,GUY,"Jun 7, 2020",154
Guyana,GUY,"Jun 8, 2020",154
Guyana,GUY,"Jun 9, 2020",154
Guyana,GUY,"Jun 10, 2020",156
Guyana,GUY,"Jun 11, 2020",156
Guyana,GUY,"Jun 12, 2020",158
Guyana,GUY,"Jun 13, 2020",159
Guyana,GUY,"Jun 14, 2020",159
Guyana,GUY,"Jun 15, 2020",159
Guyana,GUY,"Jun 16, 2020",159
Guyana,GUY,"Jun 17, 2020",171
Guyana,GUY,"Jun 18, 2020",171
Guyana,GUY,"Jun 19, 2020",183
Guyana,GUY,"Jun 20, 2020",183
Guyana,GUY,"Jun 21, 2020",183
Guyana,GUY,"Jun 22, 2020",184
Guyana,GUY,"Jun 23, 2020",205
Guyana,GUY,"Jun 24, 2020",206
Guyana,GUY,"Jun 25, 2020",209
Guyana,GUY,"Jun 26, 2020",215
Guyana,GUY,"Jun 27, 2020",230
Guyana,GUY,"Jun 28, 2020",230
Guyana,GUY,"Jun 29, 2020",230
Guyana,GUY,"Jun 30, 2020",235
Guyana,GUY,"Jul 1, 2020",245
Guyana,GUY,"Jul 2, 2020",248
Guyana,GUY,"Jul 3, 2020",250
Haiti,HTI,"Mar 20, 2020",2
Haiti,HTI,"Mar 21, 2020",2
Haiti,HTI,"Mar 22, 2020",2
Haiti,HTI,"Mar 23, 2020",2
Haiti,HTI,"Mar 24, 2020",5
Haiti,HTI,"Mar 25, 2020",7
Haiti,HTI,"Mar 26, 2020",8
Haiti,HTI,"Mar 27, 2020",8
Haiti,HTI,"Mar 28, 2020",8
Haiti,HTI,"Mar 29, 2020",8
Haiti,HTI,"Mar 30, 2020",15
Haiti,HTI,"Mar 31, 2020",15
Haiti,HTI,"Apr 1, 2020",15
Haiti,HTI,"Apr 2, 2020",16
Haiti,HTI,"Apr 3, 2020",18
Haiti,HTI,"Apr 4, 2020",18
Haiti,HTI,"Apr 5, 2020",21
Haiti,HTI,"Apr 6, 2020",21
Haiti,HTI,"Apr 7, 2020",24
Haiti,HTI,"Apr 8, 2020",25
Haiti,HTI,"Apr 9, 2020",27
Haiti,HTI,"Apr 10, 2020",30
Haiti,HTI,"Apr 11, 2020",31
Haiti,HTI,"Apr 12, 2020",33
Haiti,HTI,"Apr 13, 2020",33
Haiti,HTI,"Apr 14, 2020",40
Haiti,HTI,"Apr 15, 2020",40
Haiti,HTI,"Apr 16, 2020",41
Haiti,HTI,"Apr 17, 2020",43
Haiti,HTI,"Apr 18, 2020",44
Haiti,HTI,"Apr 19, 2020",44
Haiti,HTI,"Apr 20, 2020",47
Haiti,HTI,"Apr 21, 2020",57
Haiti,HTI,"Apr 22, 2020",58
Haiti,HTI,"Apr 23, 2020",62
Haiti,HTI,"Apr 24, 2020",72
Haiti,HTI,"Apr 25, 2020",72
Haiti,HTI,"Apr 26, 2020",72
Haiti,HTI,"Apr 27, 2020",72
Haiti,HTI,"Apr 28, 2020",76
Haiti,HTI,"Apr 29, 2020",76
Haiti,HTI,"Apr 30, 2020",76
Haiti,HTI,"May 1, 2020",81
Haiti,HTI,"May 2, 2020",85
Haiti,HTI,"May 3, 2020",85
Haiti,HTI,"May 4, 2020",85
Haiti,HTI,"May 5, 2020",100
Haiti,HTI,"May 6, 2020",101
Haiti,HTI,"May 7, 2020",108
Haiti,HTI,"May 8, 2020",129
Haiti,HTI,"May 9, 2020",146
Haiti,HTI,"May 10, 2020",151
Haiti,HTI,"May 11, 2020",182
Haiti,HTI,"May 12, 2020",209
Haiti,HTI,"May 13, 2020",219
Haiti,HTI,"May 14, 2020",234
Haiti,HTI,"May 15, 2020",273
Haiti,HTI,"May 16, 2020",310
Haiti,HTI,"May 17, 2020",358
Haiti,HTI,"May 18, 2020",456
Haiti,HTI,"May 19, 2020",533
Haiti,HTI,"May 20, 2020",596
Haiti,HTI,"May 21, 2020",596
Haiti,HTI,"May 22, 2020",734
Haiti,HTI,"May 23, 2020",812
Haiti,HTI,"May 24, 2020",865
Haiti,HTI,"May 25, 2020",958
Haiti,HTI,"May 26, 2020",1063
Haiti,HTI,"May 27, 2020",1174
Haiti,HTI,"May 28, 2020",1320
Haiti,HTI,"May 29, 2020",1443
Haiti,HTI,"May 30, 2020",1584
Haiti,HTI,"May 31, 2020",1865
Haiti,HTI,"Jun 1, 2020",2124
Haiti,HTI,"Jun 2, 2020",2226
Haiti,HTI,"Jun 3, 2020",2507
Haiti,HTI,"Jun 4, 2020",2640
Haiti,HTI,"Jun 5, 2020",2640
Haiti,HTI,"Jun 6, 2020",2924
Haiti,HTI,"Jun 7, 2020",3072
Haiti,HTI,"Jun 8, 2020",3334
Haiti,HTI,"Jun 9, 2020",3538
Haiti,HTI,"Jun 10, 2020",3662
Haiti,HTI,"Jun 11, 2020",3796
Haiti,HTI,"Jun 12, 2020",3941
Haiti,HTI,"Jun 13, 2020",3941
Haiti,HTI,"Jun 14, 2020",4165
Haiti,HTI,"Jun 15, 2020",4309
Haiti,HTI,"Jun 16, 2020",4441
Haiti,HTI,"Jun 17, 2020",4547
Haiti,HTI,"Jun 18, 2020",4688
Haiti,HTI,"Jun 19, 2020",4916
Haiti,HTI,"Jun 20, 2020",4980
Haiti,HTI,"Jun 21, 2020",5077
Haiti,HTI,"Jun 22, 2020",5211
Haiti,HTI,"Jun 23, 2020",5211
Haiti,HTI,"Jun 24, 2020",5324
Haiti,HTI,"Jun 25, 2020",5429
Haiti,HTI,"Jun 26, 2020",5543
Haiti,HTI,"Jun 27, 2020",5722
Haiti,HTI,"Jun 28, 2020",5777
Haiti,HTI,"Jun 29, 2020",5847
Haiti,HTI,"Jun 30, 2020",5933
Haiti,HTI,"Jul 1, 2020",5975
Haiti,HTI,"Jul 2, 2020",6040
Haiti,HTI,"Jul 3, 2020",6101
High income,,"Dec 31, 2019",0
High income,,"Jan 1, 2020",0
High income,,"Jan 2, 2020",0
High income,,"Jan 3, 2020",0
High income,,"Jan 4, 2020",0
High income,,"Jan 5, 2020",0
High income,,"Jan 6, 2020",0
High income,,"Jan 7, 2020",0
High income,,"Jan 8, 2020",0
High income,,"Jan 9, 2020",0
High income,,"Jan 10, 2020",0
High income,,"Jan 11, 2020",0
High income,,"Jan 12, 2020",0
High income,,"Jan 13, 2020",0
High income,,"Jan 14, 2020",0
High income,,"Jan 15, 2020",1
High income,,"Jan 16, 2020",1
High income,,"Jan 17, 2020",1
High income,,"Jan 18, 2020",1
High income,,"Jan 19, 2020",1
High income,,"Jan 20, 2020",2
High income,,"Jan 21, 2020",4
High income,,"Jan 22, 2020",4
High income,,"Jan 23, 2020",4
High income,,"Jan 24, 2020",9
High income,,"Jan 25, 2020",16
High income,,"Jan 26, 2020",23
High income,,"Jan 27, 2020",30
High income,,"Jan 28, 2020",36
High income,,"Jan 29, 2020",47
High income,,"Jan 30, 2020",61
High income,,"Jan 31, 2020",80
High income,,"Feb 1, 2020",98
High income,,"Feb 2, 2020",112
High income,,"Feb 3, 2020",117
High income,,"Feb 4, 2020",121
High income,,"Feb 5, 2020",137
High income,,"Feb 6, 2020",148
High income,,"Feb 7, 2020",161
High income,,"Feb 8, 2020",173
High income,,"Feb 9, 2020",183
High income,,"Feb 10, 2020",189
High income,,"Feb 11, 2020",198
High income,,"Feb 12, 2020",202
High income,,"Feb 13, 2020",211
High income,,"Feb 14, 2020",222
High income,,"Feb 15, 2020",240
High income,,"Feb 16, 2020",260
High income,,"Feb 17, 2020",275
High income,,"Feb 18, 2020",280
High income,,"Feb 19, 2020",306
High income,,"Feb 20, 2020",363
High income,,"Feb 21, 2020",452
High income,,"Feb 22, 2020",697
High income,,"Feb 23, 2020",1048
High income,,"Feb 24, 2020",1285
High income,,"Feb 25, 2020",1541
High income,,"Feb 26, 2020",1953
High income,,"Feb 27, 2020",2559
High income,,"Feb 28, 2020",3388
High income,,"Feb 29, 2020",4654
High income,,"Mar 1, 2020",5677
High income,,"Mar 2, 2020",7152
High income,,"Mar 3, 2020",8322
High income,,"Mar 4, 2020",9626
High income,,"Mar 5, 2020",11179
High income,,"Mar 6, 2020",13400
High income,,"Mar 7, 2020",16097
High income,,"Mar 8, 2020",18848
High income,,"Mar 9, 2020",22121
High income,,"Mar 10, 2020",26160
High income,,"Mar 11, 2020",30109
High income,,"Mar 12, 2020",36536
High income,,"Mar 13, 2020",44419
High income,,"Mar 14, 2020",52803
High income,,"Mar 15, 2020",63211
High income,,"Mar 16, 2020",73619
High income,,"Mar 17, 2020",85589
High income,,"Mar 18, 2020",100282
High income,,"Mar 19, 2020",118019
High income,,"Mar 20, 2020",146127
High income,,"Mar 21, 2020",174425
High income,,"Mar 22, 2020",204821
High income,,"Mar 23, 2020",234889
High income,,"Mar 24, 2020",274716
High income,,"Mar 25, 2020",311591
High income,,"Mar 26, 2020",358672
High income,,"Mar 27, 2020",412133
High income,,"Mar 28, 2020",468363
High income,,"Mar 29, 2020",522039
High income,,"Mar 30, 2020",570213
High income,,"Mar 31, 2020",625566
High income,,"Apr 1, 2020",688063
High income,,"Apr 2, 2020",753638
High income,,"Apr 3, 2020",819447
High income,,"Apr 4, 2020",891188
High income,,"Apr 5, 2020",960791
High income,,"Apr 6, 2020",1015932
High income,,"Apr 7, 2020",1076815
High income,,"Apr 8, 2020",1137610
High income,,"Apr 9, 2020",1205872
High income,,"Apr 10, 2020",1276200
High income,,"Apr 11, 2020",1347516
High income,,"Apr 12, 2020",1411086
High income,,"Apr 13, 2020",1464341
High income,,"Apr 14, 2020",1513964
High income,,"Apr 15, 2020",1571923
High income,,"Apr 16, 2020",1630041
High income,,"Apr 17, 2020",1692515
High income,,"Apr 18, 2020",1751830
High income,,"Apr 19, 2020",1809949
High income,,"Apr 20, 2020",1858767
High income,,"Apr 21, 2020",1912464
High income,,"Apr 22, 2020",1975020
High income,,"Apr 23, 2020",2019303
High income,,"Apr 24, 2020",2071764
High income,,"Apr 25, 2020",2120336
High income,,"Apr 26, 2020",2191309
High income,,"Apr 27, 2020",2237997
High income,,"Apr 28, 2020",2280015
High income,,"Apr 29, 2020",2322185
High income,,"Apr 30, 2020",2370210
High income,,"May 1, 2020",2421327
High income,,"May 2, 2020",2478036
High income,,"May 3, 2020",2526383
High income,,"May 4, 2020",2569176
High income,,"May 5, 2020",2608262
High income,,"May 6, 2020",2650877
High income,,"May 7, 2020",2699820
High income,,"May 8, 2020",2749102
High income,,"May 9, 2020",2796504
High income,,"May 10, 2020",2841962
High income,,"May 11, 2020",2879122
High income,,"May 12, 2020",2913615
High income,,"May 13, 2020",2954695
High income,,"May 14, 2020",2994254
High income,,"May 15, 2020",3041855
High income,,"May 16, 2020",3086510
High income,,"May 17, 2020",3129354
High income,,"May 18, 2020",3165614
High income,,"May 19, 2020",3203672
High income,,"May 20, 2020",3242619
High income,,"May 21, 2020",3282668
High income,,"May 22, 2020",3328569
High income,,"May 23, 2020",3373915
High income,,"May 24, 2020",3414113
High income,,"May 25, 2020",3451236
High income,,"May 26, 2020",3487706
High income,,"May 27, 2020",3525402
High income,,"May 28, 2020",3562310
High income,,"May 29, 2020",3606112
High income,,"May 30, 2020",3650686
High income,,"May 31, 2020",3692942
High income,,"Jun 1, 2020",3730645
High income,,"Jun 2, 2020",3768921
High income,,"Jun 3, 2020",3804754
High income,,"Jun 4, 2020",3844393
High income,,"Jun 5, 2020",3884833
High income,,"Jun 6, 2020",3928876
High income,,"Jun 7, 2020",3971170
High income,,"Jun 8, 2020",4013054
High income,,"Jun 9, 2020",4049823
High income,,"Jun 10, 2020",4086678
High income,,"Jun 11, 2020",4127013
High income,,"Jun 12, 2020",4171508
High income,,"Jun 13, 2020",4219684
High income,,"Jun 14, 2020",4266713
High income,,"Jun 15, 2020",4306934
High income,,"Jun 16, 2020",4346106
High income,,"Jun 17, 2020",4388688
High income,,"Jun 18, 2020",4466001
High income,,"Jun 19, 2020",4513991
High income,,"Jun 20, 2020",4564090
High income,,"Jun 21, 2020",4617283
High income,,"Jun 22, 2020",4660318
High income,,"Jun 23, 2020",4712000
High income,,"Jun 24, 2020",4765080
High income,,"Jun 25, 2020",4817359
High income,,"Jun 26, 2020",4877789
High income,,"Jun 27, 2020",4944645
High income,,"Jun 28, 2020",5004115
High income,,"Jun 29, 2020",5059455
High income,,"Jun 30, 2020",5121883
High income,,"Jul 1, 2020",5183853
High income,,"Jul 2, 2020",5253887
High income,,"Jul 3, 2020",5294357
Honduras,HND,"Mar 12, 2020",2
Honduras,HND,"Mar 14, 2020",3
Honduras,HND,"Mar 16, 2020",6
Honduras,HND,"Mar 17, 2020",8
Honduras,HND,"Mar 18, 2020",9
Honduras,HND,"Mar 19, 2020",12
Honduras,HND,"Mar 20, 2020",24
Honduras,HND,"Mar 21, 2020",24
Honduras,HND,"Mar 22, 2020",26
Honduras,HND,"Mar 23, 2020",27
Honduras,HND,"Mar 24, 2020",30
Honduras,HND,"Mar 25, 2020",36
Honduras,HND,"Mar 26, 2020",52
Honduras,HND,"Mar 27, 2020",67
Honduras,HND,"Mar 28, 2020",95
Honduras,HND,"Mar 29, 2020",110
Honduras,HND,"Mar 30, 2020",139
Honduras,HND,"Mar 31, 2020",141
Honduras,HND,"Apr 1, 2020",172
Honduras,HND,"Apr 2, 2020",219
Honduras,HND,"Apr 3, 2020",222
Honduras,HND,"Apr 4, 2020",264
Honduras,HND,"Apr 5, 2020",268
Honduras,HND,"Apr 6, 2020",298
Honduras,HND,"Apr 7, 2020",305
Honduras,HND,"Apr 8, 2020",312
Honduras,HND,"Apr 9, 2020",343
Honduras,HND,"Apr 10, 2020",382
Honduras,HND,"Apr 11, 2020",392
Honduras,HND,"Apr 12, 2020",393
Honduras,HND,"Apr 13, 2020",397
Honduras,HND,"Apr 14, 2020",407
Honduras,HND,"Apr 15, 2020",419
Honduras,HND,"Apr 16, 2020",426
Honduras,HND,"Apr 17, 2020",442
Honduras,HND,"Apr 18, 2020",457
Honduras,HND,"Apr 19, 2020",472
Honduras,HND,"Apr 20, 2020",477
Honduras,HND,"Apr 21, 2020",494
Honduras,HND,"Apr 22, 2020",510
Honduras,HND,"Apr 23, 2020",519
Honduras,HND,"Apr 24, 2020",519
Honduras,HND,"Apr 25, 2020",591
Honduras,HND,"Apr 26, 2020",627
Honduras,HND,"Apr 27, 2020",661
Honduras,HND,"Apr 28, 2020",693
Honduras,HND,"Apr 29, 2020",738
Honduras,HND,"Apr 30, 2020",771
Honduras,HND,"May 1, 2020",804
Honduras,HND,"May 2, 2020",899
Honduras,HND,"May 3, 2020",1010
Honduras,HND,"May 4, 2020",1055
Honduras,HND,"May 5, 2020",1178
Honduras,HND,"May 6, 2020",1270
Honduras,HND,"May 7, 2020",1461
Honduras,HND,"May 8, 2020",1685
Honduras,HND,"May 9, 2020",1771
Honduras,HND,"May 10, 2020",1830
Honduras,HND,"May 11, 2020",1972
Honduras,HND,"May 12, 2020",2006
Honduras,HND,"May 13, 2020",2080
Honduras,HND,"May 14, 2020",2255
Honduras,HND,"May 15, 2020",2318
Honduras,HND,"May 16, 2020",2460
Honduras,HND,"May 17, 2020",2565
Honduras,HND,"May 18, 2020",2646
Honduras,HND,"May 19, 2020",2798
Honduras,HND,"May 20, 2020",2955
Honduras,HND,"May 21, 2020",3100
Honduras,HND,"May 22, 2020",3204
Honduras,HND,"May 23, 2020",3477
Honduras,HND,"May 24, 2020",3743
Honduras,HND,"May 25, 2020",3950
Honduras,HND,"May 26, 2020",4189
Honduras,HND,"May 27, 2020",4401
Honduras,HND,"May 28, 2020",4640
Honduras,HND,"May 29, 2020",4752
Honduras,HND,"May 30, 2020",4886
Honduras,HND,"May 31, 2020",5094
Honduras,HND,"Jun 1, 2020",5202
Honduras,HND,"Jun 2, 2020",5362
Honduras,HND,"Jun 3, 2020",5527
Honduras,HND,"Jun 4, 2020",5690
Honduras,HND,"Jun 5, 2020",5880
Honduras,HND,"Jun 6, 2020",5971
Honduras,HND,"Jun 7, 2020",6155
Honduras,HND,"Jun 8, 2020",6327
Honduras,HND,"Jun 9, 2020",6450
Honduras,HND,"Jun 10, 2020",6935
Honduras,HND,"Jun 11, 2020",7360
Honduras,HND,"Jun 12, 2020",7669
Honduras,HND,"Jun 13, 2020",8132
Honduras,HND,"Jun 14, 2020",8455
Honduras,HND,"Jun 15, 2020",8858
Honduras,HND,"Jun 16, 2020",9178
Honduras,HND,"Jun 17, 2020",9656
Honduras,HND,"Jun 18, 2020",10299
Honduras,HND,"Jun 19, 2020",10739
Honduras,HND,"Jun 20, 2020",11258
Honduras,HND,"Jun 21, 2020",12250
Honduras,HND,"Jun 22, 2020",12769
Honduras,HND,"Jun 23, 2020",13356
Honduras,HND,"Jun 24, 2020",13943
Honduras,HND,"Jun 25, 2020",14571
